"","city","name","state","avgStars","ZipCode","Type","Median..","price"
"1906","Tempe","Wendys","AZ",3.75,85282,"American","52,018","1"
"1907","Tempe","Byblos Restaurant","AZ",4.01123595505618,85282,"MiddleEastern","52,018","2"
"1908","Tempe","Tailgate Sports Bar & Grill","AZ",4.17857142857143,85282,"Other","52,018","1"
"1909","Tempe","Mr Goodcents Subs & Pastas","AZ",2.91666666666667,85282,"Other","52,018","1"
"1910","Tempe","Manuel's Mexican Restaurant - Tempe","AZ",3.5,85282,"LAmerican","52,018","2"
"1911","Tempe","Nello's","AZ",3.47826086956522,85282,"European","52,018","2"
"1912","Tempe","Taco Bell","AZ",2.6,85282,"American","52,018","1"
"1913","Tempe","Sonic Drive-In","AZ",2.75,85282,"American","52,018","1"
"1914","Tempe","Native Grill & Wings","AZ",3.03157894736842,85282,"Other","52,018","2"
"1915","Tempe","Hunan Express Chinese Delivery","AZ",3.31481481481481,85282,"Asian","52,018","1"
"1916","Tempe","Cervantes Restaurant","AZ",2.68421052631579,85282,"LAmerican","52,018","2"
"1917","Tempe","Golden Egg Roll","AZ",3.44927536231884,85282,"Asian","52,018","1"
"1918","Tempe","Casa Reynoso","AZ",3.79699248120301,85282,"LAmerican","52,018","1"
"1919","Tempe","Arby's","AZ",3.28571428571429,85282,"American","52,018","1"
"1920","Tempe","Schlotzsky's","AZ",3,85282,"European","52,018","1"
"1921","Tempe","Royal Taj","AZ",3.81720430107527,85282,"Asian","52,018","2"
"1922","Tempe","Horse & Hound Sports Grill","AZ",3.43478260869565,85282,"Other","52,018","1"
"1923","Tempe","Morning Star Cafe","AZ",4.53703703703704,85282,"Other","52,018","1"
"1924","Tempe","Red Devil Italian Restaurant & Pizzeria","AZ",3.43478260869565,85282,"European","52,018","2"
"1925","Tempe","Ted's Hot Dogs","AZ",4.03755868544601,85282,"American","52,018","2"
"1926","Tempe","Rice King Restaurant","AZ",1.9,85282,"Asian","52,018","1"
"1927","Tempe","Palo Verde Lounge","AZ",3.775,85282,"Other","52,018","1"
"1928","Tempe","Market Cafe","AZ",3.33333333333333,85282,"Other","52,018","2"
"1929","Tempe","Top of the Rock","AZ",3.49640287769784,85282,"Other","52,018","3"
"1930","Tempe","China Farm Chinese Buffet","AZ",2.875,85282,"Asian","52,018","1"
"1931","Tempe","Incredible Subs","AZ",4.5,85282,"Other","52,018","1"
"1932","Tempe","Salazar Bros Mexican Food","AZ",3.85,85282,"LAmerican","52,018","1"
"1933","Tempe","Wendy's","AZ",3.25,85282,"American","52,018","1"
"1934","Tempe","Subway","AZ",3,85282,"American","52,018","3"
"1935","Tempe","McDonald's","AZ",3.66666666666667,85284,"American","117,190","1"
"1936","Tempe","Baja Fresh Mexican Grill","AZ",2.66666666666667,85284,"LAmerican","117,190","1"
"1937","Tempe","Coco's Family Restaurant","AZ",2.5,85284,"Other","117,190","2"
"1938","Tempe","Skip & Jan's Sports Bar","AZ",3.19444444444444,85284,"Other","117,190","1"
"1939","Tempe","Einstein Bros Bagels","AZ",2.75,85284,"Other","117,190","1"
"1940","Tempe","Subway","AZ",2.8,85284,"American","117,190","1"
"1941","Tempe","John Henry's","AZ",2.4,85284,"Other","117,190","2"
"1942","Tempe","Life Cafe","AZ",3.9,85284,"Other","117,190","1"
"1943","Tempe","The Magic Wok","AZ",3.75,85284,"Asian","117,190","2"
"1944","Chandler","Domino's Pizza","AZ",3.30769230769231,85226,"European","74,939","2"
"1945","Tempe","Burger King","AZ",2.09090909090909,85284,"American","117,190","1"
"1946","Tempe","Blimpie Subs & Salads","AZ",5,85284,"Other","117,190","1"
"1947","Tempe","Olive Garden Italian Restaurant","AZ",3.49253731343284,85284,"European","117,190","2"
"1948","Tempe","YC's Mongolian Grill","AZ",4.02061855670103,85284,"Asian","117,190","2"
"1949","Tempe","Priya Indian Cuisine","AZ",3.2,85284,"Asian","117,190","2"
"1950","Tempe","Wendy's","AZ",1.77777777777778,85284,"American","117,190","1"
"1951","Tempe","Rosatis Pizza","AZ",2.81481481481481,85284,"European","117,190","2"
"1952","Tempe","Village Inn","AZ",1.66666666666667,85284,"Other","117,190","1"
"1953","Tempe","Marcello's Pasta Grill","AZ",2.98863636363636,85284,"European","117,190","2"
"1954","Tempe","Boston's Bar & Grille","AZ",2.68421052631579,85284,"Other","117,190","1"
"1955","Tempe","Arby's Roast Beef","AZ",3.375,85284,"American","117,190","1"
"1956","Tempe","Barro's Pizza","AZ",3.90909090909091,85284,"European","117,190","2"
"1957","Tempe","Boston Market","AZ",4.08333333333333,85284,"Other","117,190","1"
"1958","Tempe","Chili's Grill & Bar","AZ",3.5,85284,"Other","117,190",NA
"1959","Tempe","Sushi Kee","AZ",4.03225806451613,85284,"Asian","117,190","2"
"1960","Tempe","Taco Bell","AZ",2.57142857142857,85284,"American","117,190","1"
"1961","Tempe","Applebee's","AZ",2.58139534883721,85284,"American","117,190","2"
"1962","Tempe","Kyoto Bowl","AZ",2.47619047619048,85284,"Asian","117,190","1"
"1963","Tempe","Red Robin Gourmet Burgers","AZ",3.14634146341463,85284,"American","117,190","2"
"1964","Gilbert","Buffalo Wild Wings","AZ",3,85296,"Other","83,742","2"
"1965","Gilbert","Denny's","AZ",3.625,85296,"Other","83,742","1"
"1966","Gilbert","Jack in the Box","AZ",3.5,85296,"American","83,742","1"
"1967","Gilbert","Native New Yorker","AZ",3.46153846153846,85296,"Other","83,742","2"
"1968","Gilbert","Taco Bell","AZ",3.5,85296,"American","83,742","1"
"1969","Gilbert","Del Taco","AZ",3.4,85296,"American","83,742","1"
"1970","Gilbert","Burger King","AZ",1.3,85296,"American","83,742","1"
"1971","Gilbert","Panda Express","AZ",1.66666666666667,85296,"Asian","83,742","1"
"1972","Gilbert","Taste of China","AZ",3.19565217391304,85296,"Asian","83,742","1"
"1973","Gilbert","Wendy's","AZ",2.88888888888889,85296,"American","83,742","1"
"1974","Gilbert","McDonald's","AZ",2.66666666666667,85296,"American","83,742","1"
"1975","Gilbert","Cafe Posada","AZ",2.94736842105263,85296,"LAmerican","83,742","2"
"1976","Gilbert","Subway","AZ",3.66666666666667,85296,"American","83,742",NA
"1977","Gilbert","Chipotle Mexican Grill","AZ",3.4375,85296,"American","83,742","1"
"1978","Gilbert","Yao Fine Chinese Cuisine","AZ",4.26041666666667,85295,"Asian","90,611","1"
"1979","Gilbert","Teakwoods Tavern & Grill","AZ",3.5045871559633,85295,"Other","90,611","2"
"1980","Gilbert","Pizza Hut","AZ",2.71428571428571,85296,"European","83,742","2"
"1981","Gilbert","Domino's Pizza","AZ",2.57142857142857,85296,"European","83,742","1"
"1982","Gilbert","Peter Piper Pizza","AZ",4.09090909090909,85295,"European","90,611","1"
"1983","Glendale","Arby's Roast Beef","AZ",2.77777777777778,85302,"Other","46,827","1"
"1984","Glendale","Japan Express","AZ",4.1830985915493,85302,"Asian","46,827","1"
"1985","Glendale","Seoul Jung","AZ",3.5,85302,"Asian","46,827","2"
"1986","Glendale","Marc's Sports Grill & Nightlife","AZ",2.60526315789474,85302,"Other","46,827","1"
"1987","Glendale","Applebee's","AZ",2.33333333333333,85302,"Other","46,827","2"
"1988","Glendale","Nino's Pizzeria & Wings","AZ",3.72727272727273,85302,"European","46,827","2"
"1989","Glendale","International House of Pancakes","AZ",2.33333333333333,85302,"Other","46,827","1"
"1990","Glendale","Hilberto's Mexican Food","AZ",3.375,85302,"LAmerican","46,827","1"
"1991","Glendale","Boston Market","AZ",3.3,85302,"Other","46,827","1"
"1992","Glendale","Sonic Drive-In","AZ",2.5,85302,"American","46,827","1"
"1993","Glendale","Lito's Fine Mexican Food","AZ",4.79166666666667,85302,"LAmerican","46,827","1"
"1994","Glendale","El Paso Bar-B-Que Company","AZ",3.36363636363636,85302,"Other","46,827","2"
"1995","Glendale","Siamese Kitchen","AZ",4.08620689655172,85302,"Asian","46,827","1"
"1996","Glendale","Jack in the Box","AZ",1.25,85302,"American","46,827","1"
"1997","Glendale","Shish Kebab House","AZ",3.625,85302,"MiddleEastern","46,827","2"
"1998","Glendale","Grand Dragon","AZ",3.975,85302,"Asian","46,827","1"
"1999","Glendale","Manuel's Mexican Restaurant & Cantina","AZ",3.85915492957746,85302,"LAmerican","46,827","2"
"2000","Glendale","Domino's Pizza","AZ",2.42857142857143,85304,"European","65,895","1"
"2001","Glendale","Chung Ming Restaurant","AZ",3.06666666666667,85304,"Asian","65,895","1"
"2002","Glendale","McDonald's","AZ",1.71428571428571,85304,"American","65,895","2"
"2003","Glendale","Hungry Howie's Pizza","AZ",3.5,85304,"European","65,895","1"
"2004","Glendale","Don Ruben's Mexican Restaurant","AZ",4.15957446808511,85304,"LAmerican","65,895","2"
"2005","Glendale","China Rainbow","AZ",3.65,85304,"Asian","65,895","1"
"2006","glendale","Lucky's Pizza","AZ",4.17857142857143,85304,"European","65,895","2"
"2007","Glendale","Wendy's","AZ",2.8,85306,"American","55,879","1"
"2008","Glendale","Copper Door Bar","AZ",2.83333333333333,85306,"Other","55,879","1"
"2009","Glendale","Wienerschnitzel","AZ",3.05882352941176,85306,"American","55,879","1"
"2010","Glendale","Del Taco","AZ",3.5,85306,"Other","55,879","1"
"2011","Glendale","Chipotle Mexican Grill","AZ",3.63829787234043,85306,"American","55,879","1"
"2012","Glendale","Dairy Queen","AZ",1.8,85306,"American","55,879","2"
"2013","Glendale","Golden Rice Express","AZ",3.36,85306,"Asian","55,879","1"
"2014","Glendale","Einstein Bros Bagels","AZ",3.6,85306,"Other","55,879","1"
"2015","Glendale","Village Inn","AZ",3.13793103448276,85306,"Other","55,879","1"
"2016","Glendale","Burger King","AZ",2.6,85306,"American","55,879",NA
"2017","Glendale","Golden Dragon","AZ",3.34375,85306,"Asian","55,879","1"
"2018","Glendale","Tony's Cocktail Lounge","AZ",4.27272727272727,85306,"Other","55,879","1"
"2019","Glendale","Jack in The Box","AZ",2,85306,"American","55,879","1"
"2020","Glendale","Ray's Pizza","AZ",4.05970149253731,85306,"European","55,879","1"
"2021","Glendale","McDonald's","AZ",1,85306,"American","55,879",NA
"2022","Glendale","Subway","AZ",3,85306,"American","55,879","1"
"2023","Glendale","Erawan Restaurant","AZ",2.3,85306,"Asian","55,879","1"
"2024","Glendale","Ralph's La Hacienda Pizzeria & Italian Food","AZ",3.75,85306,"European","55,879",NA
"2025","Glendale","Carl's Jr.","AZ",2.3,85306,"American","55,879","1"
"2026","Glendale","Sonic Drive-In","AZ",3.88888888888889,85306,"American","55,879","1"
"2027","Glendale","Macayo's Mexican Kitchen","AZ",2.94252873563218,85308,"LAmerican","75,335","2"
"2028","Glendale","Wendy's","AZ",2.6,85308,"American","75,335","1"
"2029","Glendale","Island Teriyaki","AZ",3.875,85308,"American","75,335","1"
"2030","Glendale","Ramiro's Mexican Food","AZ",2.86363636363636,85308,"LAmerican","75,335","1"
"2031","Phoenix","Einstein Bros Bagels","AZ",3.15384615384615,85003,"Other","28,267","1"
"2032","Glendale","Indian Maharaja Palace","AZ",3.35,85308,"Asian","75,335","2"
"2033","Glendale","Outback Steakhouse","AZ",3.51428571428571,85308,"Other","75,335","2"
"2034","Phoenix","Barro's Pizza","AZ",3.71428571428571,85308,"European","75,335","1"
"2035","Glendale","Lone Star Steakhouse & Saloon","AZ",2.25,85308,"Other","75,335","2"
"2036","Glendale","TGI Friday's","AZ",2.66666666666667,85308,"Other","75,335","1"
"2037","Glendale","Subway","AZ",4,85308,"American","75,335","1"
"2038","Glendale","Great Wall Buffet","AZ",2.57142857142857,85308,"Asian","75,335","1"
"2039","Glendale","Carrabba's","AZ",3.42857142857143,85308,"European","75,335","2"
"2040","Glendale","Pizza Hut","AZ",2.14285714285714,85308,"European","75,335","2"
"2041","Glendale","Old Chicago","AZ",3.48453608247423,85308,"European","75,335","2"
"2042","Glendale","Tokyo Lobby Sushi and Grill","AZ",4.0184331797235,85308,"Asian","75,335","2"
"2043","Glendale","Ah-So","AZ",4.01960784313725,85308,"Asian","75,335","2"
"2044","Glendale","3 Margaritas","AZ",2.72727272727273,85308,"LAmerican","75,335","2"
"2045","Glendale","Thee Pitts Again","AZ",2.94634146341463,85308,"Other","75,335","2"
"2046","Glendale","Del Taco","AZ",1.66666666666667,85308,"LAmerican","75,335",NA
"2047","Glendale","Ajo Al's Mexican Cafe","AZ",3.34146341463415,85308,"LAmerican","75,335","2"
"2048","Glendale","Abacus Inn Chinese Restaurant-Arrowhead","AZ",3.44086021505376,85308,"Asian","75,335","1"
"2049","Glendale","Panda Express","AZ",4.09090909090909,85308,"Asian","75,335","1"
"2050","Glendale","Samurai Sam's","AZ",3.7,85308,"Asian","75,335","1"
"2051","Glendale","Del Taco","AZ",2.2,85308,"American","75,335","1"
"2052","Glendale","Subway","AZ",3,85308,"American","75,335","1"
"2053","Glendale","Graziano's Pizzeria","AZ",3.53703703703704,85308,"European","75,335","1"
"2054","Glendale","Rubio's Fresh Mexican Grill","AZ",3.95555555555556,85308,"LAmerican","75,335","1"
"2055","Glendale","Carvers Steakhouse","AZ",3,85308,"Other","75,335","3"
"2056","Glendale","Sbarro Italian Eatery","AZ",2,85308,"European","75,335","3"
"2057","Glendale","Paradise Bakery & Cafe","AZ",3.33333333333333,85308,"Other","75,335","2"
"2058","Glendale","Souper Salad Restaurant","AZ",2.82352941176471,85308,"Other","75,335","1"
"2059","Glendale","Kyoto Bowl","AZ",2,85308,"Asian","75,335","1"
"2060","Glendale","Caramba Fresh Mexican Food","AZ",3.55263157894737,85308,"LAmerican","75,335","1"
"2061","Glendale","Hot Bagels & Deli","AZ",4.51006711409396,85308,"Other","75,335","1"
"2062","Glendale","Pick Up Stix","AZ",2.5,85308,"Asian","75,335","1"
"2063","Glendale","Wendy's","AZ",1.90909090909091,85308,"American","75,335","1"
"2064","Glendale","Sakana Sushi & Grill","AZ",4.12682926829268,85308,"Asian","75,335","2"
"2065","Glendale","Babbo Italian Eatery","AZ",3.67441860465116,85308,"European","75,335","2"
"2066","Glendale","McDonald's","AZ",2,85308,"American","75,335","1"
"2067","Glendale","Carl's Jr 7627","AZ",3.4,85308,"American","75,335","1"
"2068","Glendale","Pei Wei","AZ",3.25,85308,"American","75,335","2"
"2069","Glendale","Fresh Wasabi","AZ",4.234375,85308,"Asian","75,335","2"
"2070","Glendale","Hungry Howie's Pizza","AZ",3.29411764705882,85308,"European","75,335","2"
"2071","Glendale","Arriba Mexican Grill","AZ",2.81512605042017,85308,"LAmerican","75,335","2"
"2072","Glendale","Black Angus Steakhouse","AZ",3.17777777777778,85308,"Other","75,335","2"
"2073","Glendale","Rock Bottom","AZ",3.58870967741935,85308,"Other","75,335","2"
"2074","Glendale","Rosati's","AZ",2.22222222222222,85308,"European","75,335","2"
"2075","Glendale","Chevys Fresh Mex","AZ",3.42105263157895,85308,"LAmerican","75,335","2"
"2076","Glendale","Kaneya Sushi","AZ",4.21428571428571,85308,"Asian","75,335","2"
"2077","Glendale","Mimis Cafe","AZ",2.69512195121951,85308,"Other","75,335","2"
"2078","Glendale","Boston Market","AZ",3.14285714285714,85308,"Other","75,335","1"
"2079","Glendale","Fuddruckers","AZ",3.18,85308,"American","75,335","2"
"2080","Glendale","Old Country Buffet","AZ",2.79591836734694,85308,"Other","75,335","2"
"2081","Phoenix","Westwood Tap & Grill","AZ",3.75,85021,"Other","44,596",NA
"2082","Glendale","Bamboo Cafe","AZ",3.79166666666667,85310,"Asian","92,927","2"
"2083","Glendale","Brother's Pizza","AZ",3.53333333333333,85310,"European","92,927","2"
"2084","Phoenix","Fiorella's","AZ",3.82142857142857,85310,"European","92,927","2"
"2085","Glendale","Taco Bell","AZ",1.35714285714286,85310,"American","92,927","1"
"2086","Glendale","Streets of New York","AZ",3.23809523809524,85308,"European","75,335","2"
"2087","Glendale","McDonald's","AZ",3,85310,"American","92,927","1"
"2088","Glendale","Domino's Pizza","AZ",2.78571428571429,85310,"European","92,927","4"
"2089","Glendale","Dairy Queen","AZ",3.22222222222222,85310,"American","92,927","1"
"2090","Black Canyon City","Rock Springs Cafe & General Store","AZ",3.27138643067847,85324,"Other","34,066","2"
"2091","Buckeye","Mikey's Restaraunt","AZ",4.33333333333333,85326,"LAmerican","53,190","1"
"2092","Buckeye","Wild West Cowboy Steakhouse","AZ",2.23529411764706,85326,"Other","53,190","1"
"2093","Buckeye","The Sheep Camp","AZ",2.75,85326,"LAmerican","53,190",NA
"2094","Buckeye","Burger King","AZ",2,85326,"American","53,190","1"
"2095","Buckeye","La Placita Cafe","AZ",2.85185185185185,85326,"LAmerican","53,190","2"
"2096","Buckeye","Pizza Hut","AZ",2.71428571428571,85326,"European","53,190","1"
"2097","Buckeye","Sonic Drive-In","AZ",3.11111111111111,85326,"American","53,190","1"
"2098","Goodyear","Domino's Pizza","AZ",3.7,85395,"European","55,650","1"
"2099","Goodyear","Bill Johnson's Big Apple Restaurants","AZ",2.03125,85338,"Other","76,822","2"
"2100","Goodyear","Subway","AZ",3,85338,"American","76,822","2"
"2101","Goodyear","Chili's","AZ",2.95652173913043,85338,"Other","76,822","2"
"2102","Goodyear","Bella Luna Ristorante","AZ",3.45348837209302,85395,"European","55,650","2"
"2103","Goodyear","McDonalds","AZ",2,85338,"Other","76,822","1"
"2104","Goodyear","Black Angus Steakhouse","AZ",3.5,85338,"Other","76,822","2"
"2105","Goodyear","Toscano's Grill","AZ",2.5,85338,"European","76,822","2"
"2106","Goodyear","Whataburger","AZ",2.8,85395,"American","55,650","1"
"2107","Goodyear","TGI Friday's","AZ",2.26666666666667,85338,"Other","76,822","2"
"2108","Goodyear","Applebee's","AZ",2.47826086956522,85338,"Other","76,822","2"
"2109","Goodyear","Romano's Macaroni Grill","AZ",2.40540540540541,85338,"European","76,822","2"
"2110","Goodyear","Macayo's Mexican Kitchen","AZ",2.49367088607595,85338,"LAmerican","76,822","2"
"2111","Goodyear","Cracker Barrel Old Country Store","AZ",3.23809523809524,85395,"Other","55,650","2"
"2112","Goodyear","Burger King","AZ",3,85338,"American","76,822","1"
"2113","Litchfield Park","Jb's Restaurants","AZ",2.8,85340,"Other","74,611","2"
"2114","Goodyear","Arby's","AZ",3.05263157894737,85338,"American","76,822","1"
"2115","Goodyear","Ramiro's Mexican Foods","AZ",4.5,85338,"LAmerican","76,822","1"
"2116","Goodyear","McDonald's","AZ",2,85338,"American","76,822","1"
"2117","Goodyear","Hoot & Howl","AZ",2.36363636363636,85338,"Other","76,822","1"
"2118","Goodyear","Taco Bell","AZ",2,85338,"LAmerican","76,822","1"
"2119","Goodyear","Little Caesars Pizza","AZ",2.23076923076923,85338,"European","76,822","1"
"2120","Goodyear","Waffle House","AZ",3.21951219512195,85338,"Other","76,822","1"
"2121","Goodyear","Wendy's","AZ",2.75,85338,"American","76,822","1"
"2122","Goodyear","Denny's","AZ",3.09090909090909,85338,"Other","76,822","1"
"2123","Litchfield Park","Deno's Pizza","AZ",4,85340,"European","74,611","1"
"2124","Litchfield Park","La Loma Mexican Grille","AZ",3.53125,85340,"LAmerican","74,611","2"
"2125","Litchfield Park","The Old Pueblo Cafe","AZ",3.39669421487603,85340,"LAmerican","74,611","2"
"2126","Litchfield Park","McDonald's","AZ",1.72222222222222,85340,"American","74,611","1"
"2127","Tonopah","Tin Top Bar and Grill","AZ",4,85354,"Other","56,020","1"
"2128","Tonopah","Tonopah Joe's & Alice's Truck Stop","AZ",2.28571428571429,85354,"Other","56,020","1"
"2129","Surprise","McDonald's","AZ",1.4,85374,"American","50,962","1"
"2130","Surprise","Applebee's","AZ",2.25,85374,"Other","50,962","2"
"2131","Surprise","Jack in the Box","AZ",2.66666666666667,85374,"American","50,962","1"
"2132","Surprise","Hungry Howie's Pizza","AZ",3.4,85374,"European","50,962","2"
"2133","Surprise","Burger King","AZ",3.75,85374,"American","50,962","1"
"2134","Surprise","Outback Steakhouse","AZ",2.68181818181818,85374,"Other","50,962","2"
"2135","Surprise","Taco Bell","AZ",2.33333333333333,85374,"American","50,962","1"
"2136","Surprise","Ray's Pizza","AZ",4,85374,"European","50,962","1"
"2137","Surprise","Del Taco","AZ",2.95,85374,"LAmerican","50,962","1"
"2138","Surprise","IHOP","AZ",2.75,85374,"Other","50,962","1"
"2139","Surprise","Pizza Hut","AZ",1.57142857142857,85374,"European","50,962","1"
"2140","Surprise","Panda Express","AZ",2.75,85374,"Asian","50,962","1"
"2141","Surprise","Hot Bagels & Deli","AZ",3.6078431372549,85374,"Other","50,962","1"
"2142","Surprise","Red Lobster","AZ",2.52,85374,"Other","50,962","2"
"2143","Surprise","Rubio's Fresh Mexican Grill","AZ",4.33333333333333,85374,"LAmerican","50,962","1"
"2144","Surprise","Red Eagle El Porvenir Tortilla Factory","AZ",3.28571428571429,85374,"LAmerican","50,962","1"
"2145","Surprise","Streets of New York","AZ",3.04081632653061,85374,"European","50,962","2"
"2146","Surprise","My Favorite Martin's Restaurant","AZ",3.5,85374,"LAmerican","50,962",NA
"2147","Surprise","Chick-fil-A","AZ",3.72972972972973,85374,"American","50,962","1"
"2148","Surprise","U S Pizza","AZ",4.5,85374,"European","50,962","1"
"2149","Surprise","Deno's Pizza","AZ",4,85374,"European","50,962","1"
"2150","Surprise","High Octane Lounge","AZ",2,85374,"Other","50,962","2"
"2151","Surprise","Quiznos","AZ",2.75,85374,"American","50,962",NA
"2152","Surprise","Las Cazuelas","AZ",3.39473684210526,85374,"LAmerican","50,962","1"
"2153","Peoria","Red Robin Gourmet Burgers","AZ",3.14457831325301,85382,"American","69,722","2"
"2154","Peoria","McDuffy's-Peoria","AZ",3.3125,85382,"Other","69,722","2"
"2155","Peoria","McDonald's","AZ",2.66666666666667,85382,"American","69,722","1"
"2156","Peoria","Panda Express","AZ",3,85382,"Asian","69,722",NA
"2157","Peoria","Subway","AZ",3.66666666666667,85382,"American","69,722","1"
"2158","Peoria","IHOP","AZ",3.53571428571429,85382,"Other","69,722","1"
"2159","Peoria","Cucina Tagliani","AZ",3.65384615384615,85382,"European","69,722","2"
"2160","Peoria","Barbeques Galore","AZ",3.5,85382,"Other","69,722",NA
"2161","Peoria","Buca di Beppo Italian Restaurant","AZ",2.94339622641509,85382,"European","69,722","2"
"2162","Peoria","Fox Hound Smokehouse & Tavern","AZ",4.25,85382,"Other","69,722","2"
"2163","Peoria","Denny's","AZ",2.60606060606061,85382,"Other","69,722","1"
"2164","Peoria","Texas Roadhouse","AZ",3.34228187919463,85382,"Other","69,722","2"
"2165","Peoria","Sweet Tomatoes","AZ",3.5,85382,"Other","69,722","2"
"2166","Peoria","Red Lobster","AZ",3.48888888888889,85382,"Other","69,722","2"
"2167","Peoria","Jack-In-the Box Drive Thru","AZ",1.25,85382,"American","69,722","1"
"2168","Peoria","Ah-So Sushi & Steak","AZ",2.70212765957447,85382,"Asian","69,722","2"
"2169","Peoria","The Lakes Restaurant At Westbrook","AZ",2,85382,"Other","69,722",NA
"2170","Peoria","Grande Pizza","AZ",3.81481481481481,85382,"European","69,722","1"
"2171","Peoria","Jack In the Box","AZ",1.53846153846154,85382,"American","69,722","1"
"2172","Peoria","Sonic Drive-In","AZ",2.5,85382,"American","69,722","1"
"2173","Peoria","Firebirds Wood Fired Grill","AZ",4.11224489795918,85382,"Other","69,722","2"
"2174","Peoria","Rubio's Fresh Mexican Grill","AZ",3.45454545454545,85382,"LAmerican","69,722","1"
"2175","Peoria","Arizona BBQ Restaurant","AZ",2.5,85382,"Other","69,722","2"
"2176","Peoria","The Cheesecake Factory","AZ",3.42758620689655,85382,"Other","69,722","2"
"2177","Peoria","Elephant Bar Restaurant","AZ",2.86301369863014,85382,"Asian","69,722","2"
"2178","Peoria","Hooters","AZ",2.88571428571429,85381,"Other","71,355","2"
"2179","Peoria","Greek Wraps","AZ",4.54849498327759,85382,"European","69,722","1"
"2180","Peoria","Ray's Pizza","AZ",4.48148148148148,85382,"European","69,722","1"
"2181","Peoria","McDonald's","AZ",2.83333333333333,85382,"American","69,722","1"
"2182","Peoria","Streets of New York","AZ",3.64705882352941,85382,"European","69,722","2"
"2183","Peoria","Applebee's","AZ",1,85382,"American","69,722","2"
"2184","Peoria","Abuelo's","AZ",3.65555555555556,85382,"LAmerican","69,722","2"
"2185","Peoria","KFC","AZ",1.46153846153846,85382,"American","69,722","2"
"2186","Peoria","Whataburger","AZ",3.0952380952381,85382,"American","69,722","1"
"2187","Peoria","China 7 Chinese Cuisine","AZ",3.60869565217391,85382,"Asian","69,722","1"
"2188","Peoria","Mr. Goodcents","AZ",4,85382,"Other","69,722","1"
"2189","Peoria","Fuzzy's Chicago Style Pizza","AZ",3.32558139534884,85382,"European","69,722","2"
"2190","Peoria","5 & Diner","AZ",3.17142857142857,85382,"Other","69,722","2"
"2191","Wickenburg","Denny's","AZ",2.1,85390,"Other","40,640","1"
"2192","Wickenburg","Cary's Pizza","AZ",4,85390,"European","40,640","2"
"2193","Wickenburg","Mecca Sports Bar & Grill","AZ",3.28571428571429,85390,"Other","40,640","1"
"2194","Wickenburg","Qorris Restaurant","AZ",4.29411764705882,85390,"European","40,640","2"
"2195","Wickenburg","Chicken Noodle Cafe","AZ",3,85390,"Other","40,640","2"
"2196","Wickenburg","Charley's Steak House","AZ",2.16666666666667,85390,"Other","40,640","2"
"2197","Wickenburg","Bar 7","AZ",3,85390,"Other","40,640","2"
"2198","Wickenburg","Rancho 7 Restaurant","AZ",2.42857142857143,85390,"Other","40,640","2"
"2199","Wickenburg","Cowboy Cafe","AZ",3.33333333333333,85390,"Other","40,640","2"
"2200","Wickenburg","The New Frontier","AZ",3.66666666666667,85390,"Other","40,640","1"
"2201","Wickenburg","Chaparral Homemade Ice Cream","AZ",4.41935483870968,85390,"Other","40,640","1"
"2202","Wickenburg","Subway","AZ",3.4,85390,"American","40,640","1"
"2203","Wickenburg","Country Kitchen","AZ",2.72727272727273,85390,"Other","40,640","1"
"2204","Wickenburg","Sizzling Wok","AZ",4.28571428571429,85390,"Asian","40,640","1"
"2205","Wickenburg","Twin Wheels Cafe","AZ",3.58333333333333,85390,"Other","40,640","1"
"2206","Wickenburg","Anita's Cocina","AZ",3.38636363636364,85390,"LAmerican","40,640","2"
"2207","Wickenburg","Burger King","AZ",3.5,85390,"American","40,640","1"
"2208","Wickenburg","Horseshoe Cafe","AZ",4.31081081081081,85390,"Other","40,640","1"
"2209","Wickenburg","Avi's Screamers Drive In","AZ",4.25714285714286,85390,"American","40,640","1"
"2210","Sedona","Shugrues Hillside Grill","AZ",3.57303370786517,86336,"Other","49,666","3"
"2211","Henderson","McDonald's","NV",1.92,89012,"American","78,899","1"
"2212","Henderson","China a Go Go","NV",3.63265306122449,89012,"Asian","78,899","1"
"2213","Henderson","Marie Callender's Restaurant & Bakery","NV",2.68,89014,"Other","59,652","2"
"2214","Henderson","Domino's Pizza","NV",2.63157894736842,89012,"European","78,899","1"
"2215","Henderson","Jack In the Box","NV",4,89012,"American","78,899","1"
"2216","Henderson","Wok In Express","NV",3.57142857142857,89012,"Asian","78,899",NA
"2217","Henderson","Little Dumpling","NV",3.22727272727273,89012,"Asian","78,899","1"
"2218","Henderson","Jesse's Pizza","NV",3.72,89012,"European","78,899","1"
"2219","Henderson","Port of Subs","NV",3.36363636363636,89012,"Other","78,899","1"
"2220","Henderson","Chimera Golf Club","NV",3.27027027027027,89011,"Other","60,941","2"
"2221","Henderson","Auntie Anne's","NV",4.16666666666667,89014,"American","59,652","1"
"2222","Henderson","China Star","NV",2.66666666666667,89014,"Asian","59,652",NA
"2223","Henderson","L & L Hawaiian Barbeque","NV",2.9047619047619,89014,"American","59,652","1"
"2224","Henderson","Kathy's Southern Cooking","NV",3.44444444444444,89014,"American","59,652","2"
"2225","Henderson","Jack in the Box","NV",3.66666666666667,89014,"American","59,652",NA
"2226","Henderson","Romano's Macaroni Grill","NV",2.69724770642202,89014,"European","59,652","2"
