"","name","city","attributes","stars"," Accepts Credit Cards"," Ambience: romantic"," Attire"," background_music"," breakfast"," brunch"," BYOB"," casual"," Caters"," classy"," Coat Check"," Delivery"," dinner"," divey"," Good For Dancing"," Good For Groups"," Good for Kids"," Good For: dessert"," Happy Hour"," Has TV"," hipster"," intimate"," jukebox"," karaoke"," latenight"," live"," lot"," lunch"," Music: dj"," Noise Level"," Outdoor Seating"," Parking: garage"," Price Range"," Smoking"," street"," Take-out"," Takes Reservations"," touristy"," trendy"," upscale"," valet"," validated"," video"," Waiter Service"," Wheelchair Accessible"," Wi-Fi"
"1435","Mama Ricotta's","Charlotte","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",4.0188679245283,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","True","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","free"
"1436","Mamma Lucia Pizza","Pittsburgh","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: True, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Good For Groups: True, Alcohol: none",3.875,"True","False","casual",NA,"False","False",NA,"False","False","False",NA,"True","False","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","True",NA,"quiet","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False",NA,"no"
"1437","Mancuso's Northern Italian Continental Cuisine","Paradise Valley","",3.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","Mandarin Express","Las Vegas","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Good For Groups: True, Delivery: True, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.60714285714286,"True","False","casual",NA,"False","False",NA,"False","True","False",NA,"True","False","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","False",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","no"
"1439","Mandarin Gourmet","Pittsburgh","Take-out: True, Price Range: 2, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: False, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Accepts Credit Cards: True, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","False","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","True",NA,"average","False","False","2",NA,"True",NA,"True","False","False","False","False","False",NA,"True","True",NA
"1440","Mandarin Wok","Champaign","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.33333333333333,"True","False","casual",NA,"False","False",NA,"True","False","False",NA,"False","False","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","True",NA,"average","False","False","2",NA,"True",NA,"False","False","False","False","False","False",NA,"False","True","no"
"1441","Mandy's Fish & Chips","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: True, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.66666666666667,"True","False","casual",NA,"False","False",NA,"False","False","False",NA,"False","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","True","no"
"1442","Mandy's Pizza","Pittsburgh","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Noise Level: loud, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Good For Groups: False, Delivery: True, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: True, dinner: True, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: no, Good for Kids: False, Alcohol: none, Wheelchair Accessible: True",2.22222222222222,"True","False","casual",NA,"False","False",NA,"False",NA,"False",NA,"True","True","False",NA,"False","False","False",NA,"True","False","False",NA,NA,"False",NA,"False","True",NA,"loud","False","False","1",NA,"True",NA,"False","False","False","False","False","False",NA,"False","True","no"
"1443","Manhattan Pizzeria and Subshop","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: True, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: True, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: True, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: False, Wi-Fi: free, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",3.52631578947368,"True","False","casual",NA,"False","False",NA,"False","True","False",NA,"True","True","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","True",NA,"average","True","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","True","free"
"1444","Manuel's Fine Mexican Food","Tempe","Take-out: True, Price Range: 2, Outdoor Seating: False, Takes Reservations: True, Good For Groups: True, Delivery: False, Order at Counter: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Attire: casual, Waiter Service: True, Accepts Credit Cards: True, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3,"True",NA,"casual",NA,"False","False",NA,NA,NA,NA,NA,"False","False",NA,NA,"True","True","False",NA,NA,NA,NA,NA,NA,"False",NA,"True","False",NA,NA,"False","False","2",NA,"False",NA,"True",NA,NA,NA,"False","False",NA,"True","True",NA
"1445","Manuel's Mexican Food","Scottsdale","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.07142857142857,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","True","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","free"
"1446","Manuel's Mexican Restaurant","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.86826347305389,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","free"
"1447","Manuel's Mexican Restaurant - Tempe","Tempe","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Dogs Allowed: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.5,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","False","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","free"
"1448","Manuel's Mexican Restaurant & Cantina","Glendale","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, brunch: True, breakfast: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.85915492957746,"True","False","casual",NA,"False","True",NA,"True","True","False",NA,"False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","free"
"1449","Manuel's Mexican Restaurant & Cantina - 28th St","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.42857142857143,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","True","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","free"
"1450","Manzellas Italian Restaurant","Champaign","Delivery: False, Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Noise Level: average, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Alcohol: full_bar, Good For Groups: True, BYOB: False, Attire: casual, Has TV: False, Corkage: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: no, Good for Kids: True, BYOB/Corkage: yes_corkage, Wheelchair Accessible: True",3.2,"True","False","casual",NA,"False","False","False","False",NA,"False",NA,NA,"True","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","False",NA,"average","False","False","2",NA,"True","True","True","False","False","False","False","False",NA,"True","True","no"
"1451","Marc's Authentic Italian","Las Vegas","Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Attire: casual, Waiter Service: True, Takes Reservations: True, Accepts Credit Cards: True, Good For Groups: True",3.66666666666667,"True",NA,"casual",NA,"False","False",NA,NA,NA,NA,NA,"False","False",NA,NA,"True",NA,"False",NA,NA,NA,NA,NA,NA,"False",NA,"False","False",NA,NA,NA,NA,NA,NA,"False",NA,"True",NA,NA,NA,"False","False",NA,"True",NA,NA
"1452","Marc's Sports Grill & Nightlife","Glendale","Alcohol: full_bar, Noise Level: average, Music: dj: True, background_music: False, jukebox: False, live: False, video: False, karaoke: False, Attire: casual, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: True, touristy: False, trendy: False, upscale: False, casual: False, Good for Kids: False, Price Range: 1, Good For Dancing: True, Delivery: False, Dogs Allowed: False, Coat Check: False, Smoking: outdoor, Accepts Credit Cards: True, Take-out: True, Happy Hour: True, Wheelchair Accessible: True, Outdoor Seating: True, Takes Reservations: True, Waiter Service: True, Wi-Fi: free, Caters: False, Good For: dessert: False, latenight: True, lunch: False, dinner: False, breakfast: False, brunch: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Has TV: True, Good For Groups: True",2.60526315789474,"True","False","casual","False","False","False",NA,"False","False","False","False","False","False","True","True","True","False","False","True","True","False","False","False","False","True","False","True","False","True","average","True","False","1","outdoor","False","True","True","False","False","False","False","False","False","True","True","free"
"1453","Marcel's Bar & Grill","Phoenix","Alcohol: full_bar, Noise Level: average, Music: jukebox: True, Attire: casual, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Good for Kids: False, Price Range: 1, Good For Dancing: True, Delivery: False, Dogs Allowed: False, Coat Check: False, Smoking: outdoor, Accepts Credit Cards: True, Take-out: True, Happy Hour: True, Wheelchair Accessible: True, Outdoor Seating: True, Takes Reservations: False, Waiter Service: True, Wi-Fi: free, Caters: False, Good For: dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Has TV: True, Good For Groups: True",3.09090909090909,"True","False","casual",NA,"False","False",NA,"True","False","False","False","False","True","False","True","True","False","False","True","True","False","False",NA,NA,"False",NA,"True","False",NA,"average","True","False","1","outdoor","False","True","False","False","False","False","False","False",NA,"True","True","free"
"1454","Marcellino Ristorante","Scottsdale","Alcohol: full_bar, Noise Level: average, Has TV: False, Attire: dressy, Ambience: romantic: True, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Good for Kids: False, Price Range: 3, Delivery: False, Caters: False, BYOB: False, Dogs Allowed: True, Accepts Credit Cards: True, BYOB/Corkage: no, Take-out: True, Wheelchair Accessible: True, Outdoor Seating: True, Takes Reservations: True, Waiter Service: True, Wi-Fi: free, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Parking: garage: True, street: True, validated: False, lot: True, valet: True, Good For Groups: True",4,"True","True","dressy",NA,"False","False","False","False","False","False",NA,"False","True","False",NA,"True","False","False",NA,"False","False","False",NA,NA,"False",NA,"True","False",NA,"average","True","True","3",NA,"True","True","True","False","False","False","True","False",NA,"True","True","free"
"1455","Marcello's Pasta Grill","Tempe","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",2.98863636363636,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","True","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","no"
"1456","Marché Bacchus","Las Vegas","Alcohol: beer_and_wine, Noise Level: average, Music: dj: False, background_music: False, jukebox: False, live: True, video: False, karaoke: False, Attire: casual, Ambience: romantic: True, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Good for Kids: False, Price Range: 3, Good For Dancing: False, Delivery: False, Coat Check: False, Smoking: no, Accepts Credit Cards: True, BYOB/Corkage: yes_corkage, Take-out: False, Corkage: True, Happy Hour: False, Wheelchair Accessible: True, Outdoor Seating: True, Takes Reservations: True, Waiter Service: True, Wi-Fi: no, Caters: False, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Has TV: False, Good For Groups: True",3.83208020050125,"True","True","casual","False","False","False",NA,"False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","True","True","False","average","True","False","3","no","False","False","True","False","False","False","False","False","False","True","True","no"
"1457","Marcia's Long Wong's","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",4.09090909090909,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False","True","no"
"1458","Marco Polo Supper Club","Scottsdale","",2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","Margaritaville","Pittsburgh","Take-out: True, Price Range: 1, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Attire: casual, Delivery: False, Has TV: True, Outdoor Seating: False, Takes Reservations: False, Alcohol: full_bar, Accepts Credit Cards: True, Good for Kids: False, Good For Groups: True, Wheelchair Accessible: False",2.77777777777778,"True",NA,"casual",NA,"False","False",NA,NA,NA,NA,NA,"False","False",NA,NA,"True","False","False",NA,"True",NA,NA,NA,NA,"False",NA,NA,"False",NA,NA,"False",NA,"1",NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,"False",NA
"1460","Marie Callender's Restaurant & Bakery","Henderson","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: True, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: beer_and_wine, Wheelchair Accessible: True",2.68,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","False","False",NA,"True","True","True",NA,"False","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","2",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","no"
"1461","Marigold Kitchen","Madison","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Caters: True, Noise Level: average, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Good For Groups: False, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: True, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Alcohol: beer_and_wine, Wheelchair Accessible: False",4.16138328530259,"True","False","casual",NA,"True","False",NA,"True","True","False",NA,"False","False","False",NA,"False","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","False",NA,"average","True","False","2",NA,"True",NA,"False","False","False","False","False","False",NA,"False","False","no"
"1462","Mario's Pizza & Italian Restaurant","Matthews","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Alcohol: full_bar, Good For Groups: True, Delivery: True, Attire: casual, Has TV: True, Corkage: True, Good For: dessert: False, latenight: False, lunch: True, dinner: False, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, BYOB/Corkage: yes_corkage, Wheelchair Accessible: True",3.52727272727273,"True","False","casual",NA,"False","False",NA,"True",NA,"False",NA,"True","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","True","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","no"
"1463","Mario's South Side Saloon","Pittsburgh","Alcohol: full_bar, Noise Level: loud, Music: dj: False, background_music: True, jukebox: False, live: False, video: False, karaoke: False, Attire: casual, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Good for Kids: False, Price Range: 2, Delivery: False, Good For Dancing: False, BYOB: False, Coat Check: False, Smoking: no, Accepts Credit Cards: True, BYOB/Corkage: no, Take-out: True, Happy Hour: True, Wheelchair Accessible: True, Outdoor Seating: False, Takes Reservations: False, Waiter Service: True, Wi-Fi: no, Caters: False, Good For: dessert: False, latenight: True, lunch: False, dinner: False, breakfast: False, brunch: False, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Has TV: True, Good For Groups: True",3.37735849056604,"True","False","casual","True","False","False","False","True","False","False","False","False","False","False","False","True","False","False","True","True","False","False","False","False","True","False","False","False","False","loud","False","False","2","no","True","True","False","False","False","False","False","False","False","True","True","no"
"1464","Mario's Westside Market","Las Vegas","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: False, Wi-Fi: no, Good for Kids: True, Good For Groups: True, Alcohol: none",3.90566037735849,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","False","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"True","True",NA,"average","False","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"False",NA,"no"
"1465","Mariscos Acapulco","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: True, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: beer_and_wine, Wheelchair Accessible: True",4.21052631578947,"True","False","casual",NA,"False","False",NA,"False","False","False",NA,"False","False","True",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","False","False","2",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","free"
"1466","Mariscos Altata","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: False, Noise Level: very_loud, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: beer_and_wine, Wheelchair Accessible: True",3.5,"True","False","casual",NA,"False","False",NA,"True","False","False",NA,"False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"very_loud","False","False","2",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","no"
"1467","Mariscos Chihuahua","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Good For Groups: False, Alcohol: beer_and_wine",3.92857142857143,"True","False","casual",NA,"False","False",NA,"False","False","False",NA,"False","False","False",NA,"False","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","False",NA,"average","False","False","2",NA,"False",NA,"False","False","False","False","False","False",NA,"True",NA,"no"
